id Note1 Note2 num All.SIDM00146_CPID1310_p-value All.SIDM00146_CPID1310_fdr All.SIDM00146_CPID1310_goodsgrna All.SIDM00146_CPID1310_lfc All.SIDM00146_CPID1313_p-value All.SIDM00146_CPID1313_fdr All.SIDM00146_CPID1313_goodsgrna All.SIDM00146_CPID1313_lfc All.SIDM00146_CPID1316_p-value All.SIDM00146_CPID1316_fdr All.SIDM00146_CPID1316_goodsgrna All.SIDM00146_CPID1316_lfc
TYK2~CHEK1 LibraryCombinations LibraryCombinations 4 0.022228 0.199426 4 -1.2142 0.005094 0.098703 4 -1.2251 0.044087 0.289836 4 -1.1298
TYK2~CHEK2 LibraryCombinations LibraryCombinations 4 0.9511 1.0 0 -0.15919 0.84258 1.0 1 -0.17498 0.98777 1.0 0 -0.058728
TYK2~CYLC2 LibrarySingletons LibrarySingletons 4 0.89508 1.0 1 -0.085687 0.84568 1.0 1 -0.062794 0.86408 1.0 1 -0.22266
TYK2~DNMT1 LibraryCombinations LibraryCombinations 4 0.59511 1.0 2 -0.49683 0.47735 1.0 3 -0.74188 0.78937 1.0 1 -0.448
TYK2~DNMT3B LibraryCombinations LibraryCombinations 4 0.94108 1.0 0 -0.11601 0.79175 1.0 1 -0.26325 0.90969 1.0 1 -0.24632
TYK2~EZH2 LibraryCombinations LibraryCombinations 4 0.12271 1.0 1 0.11002 0.11511 1.0 1 0.0047584 0.97031 1.0 0 -0.02784
TYK2~FGFR1 LibraryCombinations LibraryCombinations 4 0.91895 1.0 1 -0.11101 0.81263 1.0 2 -0.16943 0.12726 1.0 1 0.0066238
TYK2~FGFR2 LibraryCombinations LibraryCombinations 4 0.080985 1.0 1 0.058029 0.043089 0.732784 1 0.011668 0.32421 1.0 0 0.10172
TYK2~GALR1 LibrarySingletons LibrarySingletons 4 0.62417 1.0 1 -0.24173 0.73533 1.0 1 -0.25055 0.5515 1.0 2 -0.37402
TYK2~GLS LibraryCombinations LibraryCombinations 4 0.26359 0.803939 2 -0.56369 0.68808 1.0 2 -0.47883 0.51636 1.0 3 -0.52573
TYK2~KMT2D LibraryCombinations LibraryCombinations 4 0.62574 1.0 2 -0.48565 0.64334 1.0 1 -0.51121 0.21975 0.710385 3 -0.72613
TYK2~MCL1 LibraryCombinations LibraryCombinations 4 0.41621 1.0 2 -0.26202 0.026457 0.227716 2 -0.53083 0.11057 0.474584 2 -0.3803
TYK2~MTOR LibraryCombinations LibraryCombinations 4 0.12691 0.501727 3 -0.83547 0.1721 0.590102 4 -0.92159 0.28722 0.850412 3 -0.69264
TYK2~MYC LibraryCombinations LibraryCombinations 4 0.046154 0.290828 4 -0.88878 0.030469 0.24333 4 -1.015 0.0024101 0.060964 4 -1.1905
TYK2~PARP1 LibraryCombinations LibraryCombinations 4 0.0015831 0.10362 2 0.34443 0.0023478 0.144718 2 0.20967 0.0066571 0.243653 2 0.29302
TYK2~PIK3CA LibraryCombinations LibraryCombinations 4 0.84132 1.0 1 -0.1685 0.99325 1.0 0 -0.035098 0.92468 1.0 1 -0.36188
TYK2~PIK3CB LibraryCombinations LibraryCombinations 4 0.85973 1.0 1 -0.39304 0.73406 1.0 2 -0.50074 0.78284 1.0 2 -0.43261
TYK2~PRMT1 LibraryCombinations LibraryCombinations 4 0.16691 0.58267 4 -1.0154 0.0046303 0.094425 3 -1.4016 0.0027839 0.066198 4 -1.5341
TYK2~PRMT5 LibraryCombinations LibraryCombinations 4 0.026867 0.221173 4 -1.0362 0.018697 0.190849 4 -1.2882 0.01567 0.169773 4 -1.2407
TYK2~PTPN11 LibraryCombinations LibraryCombinations 4 0.44131 1.0 3 -0.55079 0.67759 1.0 2 -0.54093 0.70929 1.0 2 -0.45765
TYK2~RAD21 LibraryCombinations LibraryCombinations 4 0.094807 0.42903 3 -1.107 0.13027 0.511592 4 -1.0271 0.071952 0.374123 4 -1.1202
TYK2~RAD51 LibraryCombinations LibraryCombinations 4 0.17173 0.59237 3 -0.8565 0.02694 0.229547 4 -1.065 0.34023 0.945098 3 -0.90976
TYK2~RAF1 LibraryCombinations LibraryCombinations 4 0.62178 1.0 2 -0.52288 0.90871 1.0 1 -0.28343 0.97153 1.0 0 -0.24387
TYK2~TAZ LibraryCombinations LibraryCombinations 4 0.86323 1.0 1 -0.24996 0.90011 1.0 1 -0.17339 0.7502 1.0 2 -0.27973
TYK2~WEE1 LibraryCombinations LibraryCombinations 4 0.39515 1.0 2 -0.48882 0.47282 1.0 2 -0.33724 0.18077 0.614297 2 -0.49081
TYK2~YAP1 LibraryCombinations LibraryCombinations 4 0.8554 1.0 1 -0.13182 0.89032 1.0 1 -0.17096 0.70311 1.0 2 -0.22319
TYMS~ADAD1 LibrarySingletons LibrarySingletons 4 0.25481 1.0 0 0.061229 0.044772 0.748707 1 0.33416 0.046329 0.707643 1 0.41291
TYMS~AKT1 LibraryCombinations LibraryCombinations 4 0.11686 1.0 1 0.17924 0.018857 0.430408 2 0.17687 0.16478 1.0 1 0.15099
TYMS~AR LibraryCombinations LibraryCombinations 4 0.0078313 0.296391 2 0.26146 0.059531 0.869545 1 0.15541 0.055757 0.797149 1 0.05585
TYMS~ARID1A LibraryCombinations LibraryCombinations 4 0.99069 1.0 0 -0.083127 0.97641 1.0 0 -0.070755 0.31788 1.0 0 0.065487
TYMS~ARID1B LibraryCombinations LibraryCombinations 4 0.19096 1.0 0 0.22588 0.073413 0.948961 1 0.23652 0.12505 1.0 1 0.29215
TYMS~ATM LibraryCombinations LibraryCombinations 4 0.10169 1.0 1 0.18939 0.18831 1.0 0 0.18762 0.068955 0.891039 1 0.18491
TYMS~ATR LibraryCombinations LibraryCombinations 4 0.084434 0.402343 4 -0.85255 0.38675 1.0 3 -0.7413 0.12039 0.49421 4 -0.85335
TYMS~BARD1 LibraryCombinations LibraryCombinations 4 0.9678 1.0 0 -0.17511 0.96313 1.0 0 -0.011004 0.28105 1.0 0 0.035637
TYMS~BCL2 LibraryCombinations LibraryCombinations 4 0.014646 0.402547 2 0.28856 0.02211 0.46701 1 0.31256 0.024414 0.471929 2 0.36414
TYMS~BCL2L1 LibraryCombinations LibraryCombinations 4 0.38014 1.0 0 0.068146 0.9256 1.0 1 -0.048314 0.17742 1.0 1 0.056049
TYMS~BRCA1 LibraryCombinations LibraryCombinations 4 0.84731 1.0 1 -0.26473 0.69866 1.0 2 -0.51657 0.7665 1.0 2 -0.49673
TYMS~BRCA2 LibraryCombinations LibraryCombinations 4 0.64933 1.0 2 -0.53877 0.62025 1.0 2 -0.53352 0.71837 1.0 1 -0.52468
TYMS~BRD4 LibraryCombinations LibraryCombinations 4 0.15172 0.5525 4 -0.65881 0.14385 0.537022 4 -0.56866 0.15724 0.567987 3 -0.73087
TYMS~CDK12 LibraryCombinations LibraryCombinations 4 0.1299 0.507437 4 -0.70552 0.75906 1.0 2 -0.40202 0.6172 1.0 2 -0.56853
TYMS~CDK4 LibraryCombinations LibraryCombinations 4 0.7993 1.0 2 -0.38413 0.85525 1.0 1 -0.29315 0.71199 1.0 1 -0.2766
TYMS~CDK6 LibraryCombinations LibraryCombinations 4 0.69335 1.0 2 -0.57188 0.72595 1.0 2 -0.44692 0.28298 0.842824 3 -0.60377
TYMS~CDK7 LibraryCombinations LibraryCombinations 4 0.00088967 0.032696 4 -1.6173 0.0018945 0.055305 4 -1.4993 0.010148 0.136699 4 -1.3699
TYMS~CHEK1 LibraryCombinations LibraryCombinations 4 0.077031 0.382485 4 -0.87579 0.0089209 0.129214 4 -1.2627 0.057993 0.33291 4 -1.0403
TYMS~CHEK2 LibraryCombinations LibraryCombinations 4 0.1908 1.0 0 0.18102 0.10184 1.0 1 0.18929 0.25672 1.0 0 0.090319
TYMS~CYLC2 LibrarySingletons LibrarySingletons 4 0.048432 0.809202 1 0.29104 0.01456 0.379387 2 0.28624 0.015543 0.389033 2 0.22689
TYMS~DNMT1 LibraryCombinations LibraryCombinations 4 0.43273 1.0 3 -0.59527 0.40437 1.0 3 -0.64462 0.36184 0.978282 3 -0.50433
TYMS~DNMT3B LibraryCombinations LibraryCombinations 4 0.20097 1.0 0 0.16923 0.4659 1.0 0 0.0608 0.33299 1.0 0 0.098246
TYMS~EZH2 LibraryCombinations LibraryCombinations 4 0.019235 0.450361 2 0.30605 0.0064907 0.263419 2 0.40021 0.011828 0.337754 2 0.38796
TYMS~FGFR1 LibraryCombinations LibraryCombinations 4 0.077924 0.982159 1 0.36333 0.0046194 0.223313 2 0.35836 0.021915 0.455656 2 0.48398
TYMS~FGFR2 LibraryCombinations LibraryCombinations 4 0.064011 0.915332 1 0.30683 0.016652 0.408716 2 0.35701 0.00084964 0.077026 3 0.3708
TYMS~GALR1 LibrarySingletons LibrarySingletons 4 0.92309 1.0 1 -0.052353 0.78065 1.0 2 -0.1302 0.011704 0.335227 2 0.25237
TYMS~GLS LibraryCombinations LibraryCombinations 4 0.97181 1.0 0 -0.20498 0.8953 1.0 1 -0.26091 0.83243 1.0 1 -0.35617
TYMS~KMT2D LibraryCombinations LibraryCombinations 4 0.85382 1.0 1 -0.24455 0.91075 1.0 1 -0.23662 0.88682 1.0 1 -0.36578
TYMS~MCL1 LibraryCombinations LibraryCombinations 4 0.54518 1.0 2 -0.19339 0.53461 1.0 2 -0.16319 0.56024 1.0 2 -0.088018
TYMS~MTOR LibraryCombinations LibraryCombinations 4 0.39384 1.0 3 -0.56552 0.1505 0.551146 4 -0.85619 0.47369 1.0 3 -0.59255
TYMS~MYC LibraryCombinations LibraryCombinations 4 0.11599 0.476034 4 -0.82774 0.07487 0.380059 4 -0.96725 0.01404 0.160318 4 -1.076
TYMS~PARP1 LibraryCombinations LibraryCombinations 4 0.0028489 0.155035 2 0.41896 0.00083197 0.072359 3 0.48348 0.00077219 0.074659 3 0.55522
TYMS~PIK3CA LibraryCombinations LibraryCombinations 4 0.27461 1.0 0 0.12143 0.26312 1.0 0 0.14421 0.98825 1.0 0 -0.037857
TYMS~PIK3CB LibraryCombinations LibraryCombinations 4 0.96214 1.0 0 -0.2177 0.97219 1.0 0 -0.13698 0.99205 1.0 0 -0.060698
TYMS~PRMT1 LibraryCombinations LibraryCombinations 4 0.052156 0.312214 3 -1.1697 0.10607 0.457005 3 -1.1747 0.014245 0.161603 4 -1.4815
TYMS~PRMT5 LibraryCombinations LibraryCombinations 4 0.061043 0.340362 4 -0.83174 0.40728 1.0 3 -0.76745 0.040941 0.278204 4 -1.0726
TYMS~PTPN11 LibraryCombinations LibraryCombinations 4 0.94785 1.0 0 -0.23858 0.97331 1.0 0 -0.25741 0.9551 1.0 0 -0.22693
TYMS~RAD21 LibraryCombinations LibraryCombinations 4 0.31684 0.907073 2 -0.76562 0.22761 0.724715 3 -1.0875 0.1199 0.493022 3 -1.0952
TYMS~RAD51 LibraryCombinations LibraryCombinations 4 0.12854 0.505068 3 -0.75339 0.087708 0.414742 3 -0.79525 0.29557 0.868102 3 -0.57592
TYMS~RAF1 LibraryCombinations LibraryCombinations 4 0.15378 1.0 1 0.014346 0.974 1.0 0 -0.21361 0.93368 1.0 1 -0.12181
TYMS~TAZ LibraryCombinations LibraryCombinations 4 0.2891 1.0 0 0.12337 0.98672 1.0 0 -0.012196 0.92616 1.0 1 -0.048025
TYMS~WEE1 LibraryCombinations LibraryCombinations 4 0.0044686 0.20964 2 0.13841 0.61345 1.0 2 -0.29193 0.92174 1.0 1 -0.0092645
TYMS~YAP1 LibraryCombinations LibraryCombinations 4 0.98594 1.0 0 -0.0032555 0.24373 1.0 0 0.051488 0.26133 1.0 0 0.10334
TYRO3~ADAD1 LibrarySingletons LibrarySingletons 4 0.11202 1.0 1 0.050044 0.87002 1.0 1 -0.09381 0.93342 1.0 1 -0.20734
TYRO3~AKT1 LibraryCombinations LibraryCombinations 4 0.9796 1.0 0 -0.02664 0.98779 1.0 0 -0.1044 0.95919 1.0 0 -0.08918
TYRO3~AR LibraryCombinations LibraryCombinations 4 0.91762 1.0 1 -0.19013 0.95346 1.0 0 -0.15628 0.16263 1.0 1 0.023511
TYRO3~ARID1A LibraryCombinations LibraryCombinations 4 0.1347 0.517471 4 -0.67434 0.96128 1.0 0 -0.24655 0.83852 1.0 1 -0.27672
TYRO3~ARID1B LibraryCombinations LibraryCombinations 4 0.97261 1.0 0 -0.11804 0.29602 1.0 0 0.021261 0.95032 1.0 0 -0.112
TYRO3~ATM LibraryCombinations LibraryCombinations 4 0.8651 1.0 1 -0.22752 0.95842 1.0 0 -0.23653 0.93107 1.0 1 -0.15442
TYRO3~ATR LibraryCombinations LibraryCombinations 4 0.11461 0.472813 3 -1.0065 0.062324 0.344869 4 -1.2601 0.042582 0.284584 4 -1.1168
TYRO3~BARD1 LibraryCombinations LibraryCombinations 4 0.94058 1.0 0 -0.24465 0.95586 1.0 0 -0.072761 0.51363 1.0 3 -0.47049
TYRO3~BCL2 LibraryCombinations LibraryCombinations 4 0.28568 1.0 0 0.063646 0.88363 1.0 1 -0.03421 0.32369 1.0 0 0.12315
TYRO3~BCL2L1 LibraryCombinations LibraryCombinations 4 0.78216 1.0 2 -0.39834 0.76973 1.0 2 -0.47854 0.7459 1.0 2 -0.39428
TYRO3~BRCA1 LibraryCombinations LibraryCombinations 4 0.63509 1.0 2 -0.5478 0.57782 1.0 1 -0.53058 0.53982 1.0 2 -0.52052
TYRO3~BRCA2 LibraryCombinations LibraryCombinations 4 0.037983 0.263756 4 -0.85726 0.064478 0.350749 4 -0.81196 0.13653 0.52919 4 -0.75696
TYRO3~BRD4 LibraryCombinations LibraryCombinations 4 0.40967 1.0 3 -0.66454 0.25933 0.79337 3 -0.61368 0.73866 1.0 2 -0.55435
TYRO3~CDK12 LibraryCombinations LibraryCombinations 4 0.31521 0.904035 3 -0.69546 0.065946 0.355725 4 -0.80089 0.46445 1.0 2 -0.6933
TYRO3~CDK4 LibraryCombinations LibraryCombinations 4 0.73146 1.0 2 -0.46266 0.45854 1.0 3 -0.55569 0.48081 1.0 3 -0.53639
TYRO3~CDK6 LibraryCombinations LibraryCombinations 4 0.039922 0.269539 2 -1.0992 0.0574 0.3312 2 -0.89898 0.051398 0.31158 4 -1.0584
TYRO3~CDK7 LibraryCombinations LibraryCombinations 4 0.018658 0.183475 4 -1.2056 0.055841 0.32596 4 -1.2357 0.026666 0.220802 4 -1.2094
TYRO3~CHEK1 LibraryCombinations LibraryCombinations 4 0.021542 0.195946 4 -1.2322 0.0090373 0.129814 4 -1.236 0.0033547 0.074384 4 -1.2945
TYRO3~CHEK2 LibraryCombinations LibraryCombinations 4 0.98659 1.0 0 -0.059071 0.27399 1.0 0 0.10507 0.96534 1.0 0 -0.13455
TYRO3~CYLC2 LibrarySingletons LibrarySingletons 4 0.94782 1.0 0 -0.13356 0.29411 1.0 0 0.037427 0.93961 1.0 0 -0.061111
TYRO3~DNMT1 LibraryCombinations LibraryCombinations 4 0.46751 1.0 3 -0.54318 0.11966 0.48636 4 -0.85529 0.14796 0.549579 4 -0.64581
TYRO3~DNMT3B LibraryCombinations LibraryCombinations 4 0.93493 1.0 1 -0.30233 0.98077 1.0 0 -0.19661 0.97587 1.0 0 -0.12977
TYRO3~EZH2 LibraryCombinations LibraryCombinations 4 0.98469 1.0 0 -0.10682 0.99559 1.0 0 -0.00023438 0.98572 1.0 0 -0.049384
TYRO3~FGFR1 LibraryCombinations LibraryCombinations 4 0.27319 1.0 0 0.072154 0.2525 1.0 0 0.075345 0.96975 1.0 0 -0.054275
TYRO3~FGFR2 LibraryCombinations LibraryCombinations 4 0.25202 1.0 0 0.011625 0.98146 1.0 0 -0.099758 0.98384 1.0 0 -0.006885
TYRO3~GALR1 LibrarySingletons LibrarySingletons 4 0.60568 1.0 1 -0.30859 0.48657 1.0 2 -0.37302 0.71256 1.0 2 -0.18178
TYRO3~GLS LibraryCombinations LibraryCombinations 4 0.096985 0.434212 4 -0.77985 0.16892 0.584341 4 -0.52195 0.49447 1.0 3 -0.58959
TYRO3~KMT2D LibraryCombinations LibraryCombinations 4 0.55387 1.0 2 -0.52233 0.73362 1.0 2 -0.49716 0.75613 1.0 2 -0.46224
TYRO3~MCL1 LibraryCombinations LibraryCombinations 4 0.7276 1.0 2 -0.44657 0.74843 1.0 2 -0.35857 0.48748 1.0 2 -0.41277
TYRO3~MTOR LibraryCombinations LibraryCombinations 4 0.46846 1.0 2 -0.6067 0.52781 1.0 3 -0.61926 0.29472 0.866673 3 -0.70486
TYRO3~MYC LibraryCombinations LibraryCombinations 4 0.088267 0.412669 4 -0.91683 0.0041255 0.088291 4 -1.1972 0.062522 0.346271 4 -1.0031
TYRO3~PARP1 LibraryCombinations LibraryCombinations 4 0.0055961 0.241032 2 0.18205 0.011901 0.351439 2 0.085243 0.0049115 0.206056 2 0.12586
TYRO3~PIK3CA LibraryCombinations LibraryCombinations 4 0.94953 1.0 0 -0.33812 0.73146 1.0 2 -0.42252 0.98051 1.0 0 -0.058538
TYRO3~PIK3CB LibraryCombinations LibraryCombinations 4 0.89281 1.0 1 -0.39196 0.9191 1.0 1 -0.39339 0.4156 1.0 3 -0.56583
TYRO3~PRMT1 LibraryCombinations LibraryCombinations 4 0.060255 0.3374 4 -1.126 0.14218 0.533708 3 -1.0242 0.062316 0.345665 4 -1.2159
TYRO3~PRMT5 LibraryCombinations LibraryCombinations 4 0.066818 0.357196 4 -0.85911 0.072623 0.374155 4 -1.0333 0.096295 0.440815 4 -0.98742
TYRO3~PTPN11 LibraryCombinations LibraryCombinations 4 0.42188 1.0 3 -0.53257 0.4439 1.0 3 -0.6425 0.94021 1.0 0 -0.1132
TYRO3~RAD21 LibraryCombinations LibraryCombinations 4 0.22294 0.713423 3 -0.82324 0.031825 0.250094 4 -1.1463 0.060254 0.339402 4 -1.2622
TYRO3~RAD51 LibraryCombinations LibraryCombinations 4 0.14115 0.531022 4 -0.81126 0.41377 1.0 3 -0.76688 0.024025 0.208573 4 -0.94367
TYRO3~RAF1 LibraryCombinations LibraryCombinations 4 0.50231 1.0 3 -0.39772 0.9472 1.0 0 -0.17641 0.95654 1.0 0 -0.27348
TYRO3~TAZ LibraryCombinations LibraryCombinations 4 0.95281 1.0 0 -0.27136 0.67302 1.0 2 -0.43884 0.83218 1.0 1 -0.30254
TYRO3~WEE1 LibraryCombinations LibraryCombinations 4 0.70871 1.0 2 -0.21626 0.75169 1.0 2 -0.27714 0.77479 1.0 2 -0.25885
TYRO3~YAP1 LibraryCombinations LibraryCombinations 4 0.97362 1.0 0 -0.15088 0.90438 1.0 1 -0.25267 0.9825 1.0 0 -0.050896
U2AF2~NONTARGET00218 PositiveControls ESSENTIAL-NONTARGET 2 0.096585 0.433473 2 -1.3141 0.12365 0.495947 2 -1.32 0.039372 0.272103 2 -1.521
UBA1~NONTARGET00962 PositiveControls ESSENTIAL-NONTARGET 2 0.1577 0.564637 1 -0.70801 0.090106 0.420586 1 -0.88105 0.43161 1.0 1 -0.64822
UBB~INTERGENIC26 PositiveControls ESSENTIAL-INTERGENIC 2 0.6303 1.0 1 -0.30722 0.72544 1.0 1 -0.27687 0.3073 0.888599 2 -0.61255
UBC~ADAD1 LibrarySingletons LibrarySingletons 4 0.13928 1.0 1 0.089077 0.14252 1.0 1 0.16964 0.012966 0.356087 2 0.34574
UBC~AKT1 LibraryCombinations LibraryCombinations 4 0.96943 1.0 0 -0.016349 0.16055 1.0 1 0.064238 0.26722 1.0 0 0.004941
UBC~AR LibraryCombinations LibraryCombinations 4 0.055028 0.861052 1 0.056652 0.13945 1.0 1 0.16194 0.035615 0.584444 1 0.026782
UBC~ARID1A LibraryCombinations LibraryCombinations 4 0.93905 1.0 0 -0.1933 0.90398 1.0 1 -0.21408 0.95538 1.0 0 -0.059267
UBC~ARID1B LibraryCombinations LibraryCombinations 4 0.99433 1.0 0 -0.035355 0.41411 1.0 0 0.0028657 0.98808 1.0 0 -0.055884
UBC~ATM LibraryCombinations LibraryCombinations 4 0.36637 1.0 0 0.059721 0.95628 1.0 0 -0.11615 0.45341 1.0 0 0.0010602
UBC~ATR LibraryCombinations LibraryCombinations 4 0.057643 0.330227 4 -1.0638 0.031899 0.250094 4 -1.0194 0.43163 1.0 3 -0.82638
UBC~BARD1 LibraryCombinations LibraryCombinations 4 0.97366 1.0 0 -0.16178 0.27422 1.0 0 0.051099 0.98444 1.0 0 -0.068066
UBC~BCL2 LibraryCombinations LibraryCombinations 4 0.13305 1.0 1 0.1865 0.037819 0.680256 1 0.27358 0.0088788 0.286634 2 0.15222
UBC~BCL2L1 LibraryCombinations LibraryCombinations 4 0.94445 1.0 0 -0.12829 0.88834 1.0 1 -0.050155 0.9669 1.0 0 -0.21122
UBC~BRCA1 LibraryCombinations LibraryCombinations 4 0.78682 1.0 2 -0.44946 0.92717 1.0 1 -0.29454 0.87633 1.0 1 -0.36717
UBC~BRCA2 LibraryCombinations LibraryCombinations 4 0.73633 1.0 2 -0.5802 0.41793 1.0 2 -0.66817 0.37629 0.999676 3 -0.76853
UBC~BRD4 LibraryCombinations LibraryCombinations 4 0.3122 0.8992 3 -0.55337 0.10659 0.45811 4 -0.57815 0.11024 0.473661 4 -0.72623
UBC~CDK12 LibraryCombinations LibraryCombinations 4 0.37276 0.992457 3 -0.68179 0.35391 0.963992 2 -0.66967 0.30986 0.892919 2 -0.79655
UBC~CDK4 LibraryCombinations LibraryCombinations 4 0.62092 1.0 2 -0.53785 0.77661 1.0 2 -0.28639 0.74916 1.0 2 -0.26664
UBC~CDK6 LibraryCombinations LibraryCombinations 4 0.20321 0.670007 3 -0.91499 0.13908 0.529359 2 -0.77202 0.35772 0.971509 2 -0.69925
UBC~CDK7 LibraryCombinations LibraryCombinations 4 0.45231 1.0 3 -0.74263 0.17272 0.590833 4 -1.0765 0.039512 0.272776 4 -1.0518
UBC~CHEK1 LibraryCombinations LibraryCombinations 4 0.060416 0.337859 4 -1.0141 0.078609 0.391137 4 -1.1825 0.26417 0.806368 3 -0.8653
UBC~CHEK2 LibraryCombinations LibraryCombinations 4 0.88444 1.0 1 -0.1788 0.28589 1.0 0 0.15093 0.90862 1.0 1 -0.1332
UBC~CYLC2 LibrarySingletons LibrarySingletons 4 0.064816 0.917062 1 0.070224 0.037549 0.678485 1 0.33968 0.18317 1.0 1 0.085106
UBC~DNMT1 LibraryCombinations LibraryCombinations 4 0.48705 1.0 3 -0.61252 0.42883 1.0 3 -0.6676 0.79646 1.0 2 -0.39106
UBC~DNMT3B LibraryCombinations LibraryCombinations 4 0.97511 1.0 0 -0.078895 0.94043 1.0 0 -0.18669 0.65292 1.0 2 -0.25651
UBC~EZH2 LibraryCombinations LibraryCombinations 4 0.96457 1.0 0 -0.17626 0.1364 1.0 1 0.040563 0.10314 1.0 1 0.24455
UBC~FGFR1 LibraryCombinations LibraryCombinations 4 0.10156 1.0 1 0.092454 0.0848 1.0 1 0.11344 0.020326 0.441316 2 0.15837
UBC~FGFR2 LibraryCombinations LibraryCombinations 4 0.15616 1.0 1 0.19436 0.15903 1.0 1 0.011259 0.096289 1.0 1 0.1448
UBC~GALR1 LibrarySingletons LibrarySingletons 4 0.4895 1.0 2 -0.48761 0.69978 1.0 2 -0.2631 0.55331 1.0 2 -0.26607
UBC~GLS LibraryCombinations LibraryCombinations 4 0.88067 1.0 1 -0.25407 0.92649 1.0 1 -0.085234 0.81348 1.0 2 -0.32597
UBC~KMT2D LibraryCombinations LibraryCombinations 4 0.71754 1.0 2 -0.52493 0.71303 1.0 2 -0.46237 0.8843 1.0 1 -0.36312
UBC~MCL1 LibraryCombinations LibraryCombinations 4 0.37704 0.999494 2 -0.31307 0.61775 1.0 2 -0.063063 0.686 1.0 2 -0.14559
UBC~MTOR LibraryCombinations LibraryCombinations 4 0.81851 1.0 1 -0.53468 0.75508 1.0 2 -0.6068 0.50061 1.0 3 -0.58794
UBC~MYC LibraryCombinations LibraryCombinations 4 0.0012218 0.039295 4 -1.2927 0.055564 0.325547 4 -1.0017 0.19825 0.65991 3 -0.91692
UBC~PARP1 LibraryCombinations LibraryCombinations 4 0.00093801 0.073166 2 0.33029 0.0019111 0.127276 2 0.22566 0.00015465 0.027621 3 0.43363
UBC~PIK3CA LibraryCombinations LibraryCombinations 4 0.97118 1.0 0 -0.059318 0.98083 1.0 0 -0.12678 0.45381 1.0 0 0.060326
UBC~PIK3CB LibraryCombinations LibraryCombinations 4 0.85901 1.0 1 -0.30877 0.95601 1.0 0 -0.20981 0.66854 1.0 2 -0.37891
UBC~PRMT1 LibraryCombinations LibraryCombinations 4 0.026521 0.219523 4 -1.2152 0.050443 0.3107 4 -1.1562 0.025469 0.215482 4 -1.2424
UBC~PRMT5 LibraryCombinations LibraryCombinations 4 0.017809 0.178815 4 -1.2574 0.0098742 0.135305 4 -1.2567 0.0048626 0.093934 4 -1.5072
UBC~PTPN11 LibraryCombinations LibraryCombinations 4 0.81362 1.0 2 -0.45504 0.88576 1.0 1 -0.38478 0.95297 1.0 0 -0.18594
UBC~RAD21 LibraryCombinations LibraryCombinations 4 0.075728 0.379277 4 -0.81304 0.090357 0.420588 3 -1.0751 0.62884 1.0 2 -0.65264
UBC~RAD51 LibraryCombinations LibraryCombinations 4 0.03855 0.265745 4 -0.96425 0.1449 0.539427 4 -0.69825 0.29876 0.873453 3 -0.65254
UBC~RAF1 LibraryCombinations LibraryCombinations 4 0.96297 1.0 0 -0.11778 0.95599 1.0 0 -0.092747 0.92171 1.0 1 -0.32622
UBC~TAZ LibraryCombinations LibraryCombinations 4 0.85818 1.0 1 -0.23214 0.70211 1.0 1 -0.35563 0.92621 1.0 1 -0.23943
UBC~WEE1 LibraryCombinations LibraryCombinations 4 0.20084 0.664578 2 -0.5993 0.010644 0.338185 2 0.0082782 0.55984 1.0 2 -0.19161
UBC~YAP1 LibraryCombinations LibraryCombinations 4 0.14407 1.0 1 0.053388 0.068338 0.923148 1 0.07731 0.98009 1.0 0 -0.076197
UBE2C~ADAD1 LibrarySingletons LibrarySingletons 4 0.33555 1.0 0 0.01923 0.93915 1.0 0 -0.25629 0.98574 1.0 0 -0.027182
UBE2C~AKT1 LibraryCombinations LibraryCombinations 4 0.86765 1.0 1 -0.24604 0.71193 1.0 2 -0.3552 0.49153 1.0 2 -0.50033
UBE2C~AR LibraryCombinations LibraryCombinations 4 0.98814 1.0 0 -0.078618 0.95562 1.0 0 -0.13245 0.9608 1.0 0 -0.11847
UBE2C~ARID1A LibraryCombinations LibraryCombinations 4 0.80991 1.0 2 -0.48688 0.89609 1.0 1 -0.31119 0.95167 1.0 0 -0.20532
UBE2C~ARID1B LibraryCombinations LibraryCombinations 4 0.98287 1.0 0 -0.085527 0.92784 1.0 1 -0.28104 0.96528 1.0 0 -0.036773
UBE2C~ATM LibraryCombinations LibraryCombinations 4 0.98378 1.0 0 -0.019225 0.93714 1.0 1 -0.24547 0.88084 1.0 1 -0.35306
UBE2C~ATR LibraryCombinations LibraryCombinations 4 0.11274 0.469301 4 -1.0791 0.026074 0.226255 4 -1.0767 0.029017 0.23125 4 -1.0024
UBE2C~BARD1 LibraryCombinations LibraryCombinations 4 0.94812 1.0 0 -0.22258 0.73825 1.0 2 -0.46077 0.88934 1.0 1 -0.26939
UBE2C~BCL2 LibraryCombinations LibraryCombinations 4 0.19029 1.0 0 0.013335 0.99213 1.0 0 -0.023739 0.28676 1.0 0 0.021951
UBE2C~BCL2L1 LibraryCombinations LibraryCombinations 4 0.94077 1.0 0 -0.4096 0.64813 1.0 2 -0.5529 0.73743 1.0 2 -0.42094
UBE2C~BRCA1 LibraryCombinations LibraryCombinations 4 0.20716 0.678433 2 -0.72523 0.24835 0.770372 3 -0.71384 0.34728 0.955328 2 -0.58109
UBE2C~BRCA2 LibraryCombinations LibraryCombinations 4 0.067249 0.358364 4 -1.0098 0.16226 0.573003 4 -0.80535 0.1447 0.544344 4 -0.84692
